Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"128"	"GATA2"	"298.8"	"Literature ChIP-seq,26;ARCHS4 Coexpression,1352;ENCODE ChIP-seq,14;Enrichr Queries,170;ReMap ChIP-seq,122;GTEx Coexpression,109"	"IL1R1,PLK2,ID2,CD109,ID1,SH3BP5,ABHD6,PTGR1,CLU,IL12RB2"
"gene_set_query"	"129"	"TBXT"	"300.0"	"ARCHS4 Coexpression,436;Enrichr Queries,530;ReMap ChIP-seq,61;GTEx Coexpression,173"	"ID2,ID1,SNAI1,ABHD6,LAMC1,IL12RB2"
"gene_set_query"	"130"	"BHLHE22"	"300.0"	"ARCHS4 Coexpression,267;ReMap ChIP-seq,49;GTEx Coexpression,584"	"ID1,SH3BP5,PLXNC1,ADGRL3"
"gene_set_query"	"131"	"NR2F6"	"301.0"	"ARCHS4 Coexpression,422;Enrichr Queries,386;ReMap ChIP-seq,34;GTEx Coexpression,362"	"IL1R1,ID2,NT5DC2,ID1,PTGR1,CLU"
"gene_set_query"	"132"	"TCF4"	"301.8"	"Literature ChIP-seq,88;ARCHS4 Coexpression,51;Enrichr Queries,36;ReMap ChIP-seq,51;GTEx Coexpression,1283"	"CYP2S1,ID2,PLK2,ID1,ST8SIA5,LAMC1,CLU,ADGRL3"
"gene_set_query"	"133"	"PRDM1"	"302.4"	"ARCHS4 Coexpression,994;ENCODE ChIP-seq,19;Enrichr Queries,105;ReMap ChIP-seq,59;GTEx Coexpression,335"	"IL1R1,PLK2,ID2,ID1,LAMC1,PTGR1,VSIG10L"
"gene_set_query"	"134"	"JUN"	"302.7"	"Literature ChIP-seq,5;ARCHS4 Coexpression,1577;ENCODE ChIP-seq,3;Enrichr Queries,119;ReMap ChIP-seq,6;GTEx Coexpression,106"	"IL1R1,PLK2,CD109,ID2,ID1,SNAI1,SH3BP5,LAMC1,PTGR1,CLU,ADGRL3"
"gene_set_query"	"135"	"GRHL3"	"306.0"	"ARCHS4 Coexpression,315;Enrichr Queries,192;GTEx Coexpression,411"	"PLK2,ID2,ID1,VSIG10L,CLU"
"gene_set_query"	"136"	"HNF1B"	"307.3"	"ARCHS4 Coexpression,334;Enrichr Queries,576;ReMap ChIP-seq,12"	"PLK2,CD109,ID2,ID1,LAMC1,PTGR1"
"gene_set_query"	"137"	"CBX2"	"307.8"	"ARCHS4 Coexpression,113;ENCODE ChIP-seq,10;Enrichr Queries,800;ReMap ChIP-seq,109;GTEx Coexpression,507"	"NT5DC2,CD109,CYP2S1,ID1,PHACTR2,ABHD6,LAMC1,HSPA2,PTGR1,RTL5"
"gene_set_query"	"138"	"HNF4A"	"308.3"	"Literature ChIP-seq,46;ARCHS4 Coexpression,788;ENCODE ChIP-seq,30;Enrichr Queries,665;ReMap ChIP-seq,1;GTEx Coexpression,320"	"IL1R1,PLK2,ABHD6,HSPA2,LAMC1,PTGR1,CLU,VSIG10L,ID2,ID1,SNAI1,PHACTR2,PLXNC1"
"gene_set_query"	"139"	"GCM1"	"309.3"	"ARCHS4 Coexpression,587;Enrichr Queries,62;GTEx Coexpression,279"	"PLK2,ID2,ID1,SNAI1,PLXNC1"
"gene_set_query"	"140"	"ZNF248"	"309.3"	"ARCHS4 Coexpression,286;Enrichr Queries,344;GTEx Coexpression,298"	"PLK2,ID2,ID1,RTL5,ADGRL3"
"gene_set_query"	"141"	"NR2F2"	"309.6"	"ARCHS4 Coexpression,34;ENCODE ChIP-seq,23;Enrichr Queries,12;ReMap ChIP-seq,148;GTEx Coexpression,1331"	"IL1R1,ID2,PLK2,NT5DC2,ID1,LAMC1,CLU"
"gene_set_query"	"142"	"DUX4"	"311.0"	"ARCHS4 Coexpression,595;ReMap ChIP-seq,27"	"PLK2,HSPA2,PTGR1,ADGRL3"
"gene_set_query"	"143"	"NKX32"	"314.0"	"ARCHS4 Coexpression,340;GTEx Coexpression,288"	"NT5DC2,STON1"
"gene_set_query"	"144"	"POU6F1"	"314.3"	"ARCHS4 Coexpression,173;Enrichr Queries,207;GTEx Coexpression,563"	"PLK2,ID2,ID1,ST8SIA5,CLU"
"gene_set_query"	"145"	"TEF"	"314.3"	"ARCHS4 Coexpression,138;Enrichr Queries,116;GTEx Coexpression,689"	"ZBTB47,PLK2,ID2,ID1,CLU"
"gene_set_query"	"146"	"KLF4"	"315.0"	"Literature ChIP-seq,39;ARCHS4 Coexpression,616;Enrichr Queries,180;ReMap ChIP-seq,251;GTEx Coexpression,489"	"PLK2,ID2,CYP2S1,CD109,ID1,HSPA2,CLU"
"gene_set_query"	"147"	"FOS"	"315.4"	"ARCHS4 Coexpression,114;ENCODE ChIP-seq,27;Enrichr Queries,203;ReMap ChIP-seq,16;GTEx Coexpression,1217"	"IL1R1,CD109,PLK2,ID2,NT5DC2,ID1,LAMC1,HSPA2,CLU"
"gene_set_query"	"148"	"NR1D1"	"317.3"	"ARCHS4 Coexpression,31;Enrichr Queries,104;GTEx Coexpression,817"	"ZBTB47,PLK2,ID2,ID1,CLU"
"gene_set_query"	"149"	"DDIT3"	"318.7"	"ARCHS4 Coexpression,257;Enrichr Queries,209;GTEx Coexpression,490"	"PLK2,ID2,ID1,CLU"
"gene_set_query"	"150"	"NPAS2"	"319.3"	"ARCHS4 Coexpression,500;Enrichr Queries,71;GTEx Coexpression,387"	"IL1R1,PLK2,ID2,LAMC1,VSIG10L,CLU"
"gene_set_query"	"151"	"GATA4"	"319.6"	"Literature ChIP-seq,2;ARCHS4 Coexpression,120;Enrichr Queries,299;ReMap ChIP-seq,2;GTEx Coexpression,1175"	"IL1R1,STON1,ABHD6,LAMC1,PTGR1,VSIG10L,CLU,CYP2S1,ID2,ID1,SNAI1,PHACTR2,PLXNC1"
"gene_set_query"	"152"	"NEUROD4"	"320.7"	"ARCHS4 Coexpression,40;Enrichr Queries,712;GTEx Coexpression,210"	"ID2,ID1,STON1,RTL5,ADGRL3"
"gene_set_query"	"153"	"MBNL2"	"321.7"	"ARCHS4 Coexpression,752;Enrichr Queries,110;GTEx Coexpression,103"	"PLK2,ID2,LAMC1,CLU,ADGRL3"
"gene_set_query"	"154"	"HOXA1"	"322.7"	"ARCHS4 Coexpression,570;Enrichr Queries,346;GTEx Coexpression,52"	"CD109,ID2,ID1,SNAI1,VSIG10L"
"gene_set_query"	"155"	"NFIC"	"326.4"	"ARCHS4 Coexpression,134;ENCODE ChIP-seq,25;Enrichr Queries,319;ReMap ChIP-seq,8;GTEx Coexpression,1146"	"ZBTB47,IL1R1,ID2,ID1,SH3BP5,LAMC1,CLU"
"gene_set_query"	"156"	"MYC"	"326.8"	"Literature ChIP-seq,59;ARCHS4 Coexpression,962;ENCODE ChIP-seq,46;Enrichr Queries,101;ReMap ChIP-seq,246;GTEx Coexpression,547"	"PLK2,ID2,ID1,ABHD6,HSPA2,CLU"
"gene_set_query"	"157"	"ASCL1"	"327.8"	"ARCHS4 Coexpression,748;Enrichr Queries,254;ReMap ChIP-seq,131;GTEx Coexpression,178"	"ID2,ID1,SH3BP5,PLXNC1,RTL5"
"gene_set_query"	"158"	"TCF7L2"	"328.7"	"Literature ChIP-seq,52;ARCHS4 Coexpression,32;ENCODE ChIP-seq,21;Enrichr Queries,352;ReMap ChIP-seq,93;GTEx Coexpression,1422"	"IL1R1,ID2,CYP2S1,ID1,SH3BP5,PHACTR2,LAMC1,CLU"
"gene_set_query"	"159"	"ATOH8"	"329.0"	"ARCHS4 Coexpression,9;Enrichr Queries,24;GTEx Coexpression,954"	"ZBTB47,IL1R1,PLK2,ID2,ID1,LAMC1,CLU"
"gene_set_query"	"160"	"TERF1"	"330.3"	"ARCHS4 Coexpression,333;Enrichr Queries,629;ReMap ChIP-seq,119;GTEx Coexpression,240"	"ID2,CYP2S1,ID1,SH3BP5,LAMC1,ADGRL3"
"gene_set_query"	"161"	"SREBF1"	"331.5"	"Literature ChIP-seq,144;ARCHS4 Coexpression,954;ENCODE ChIP-seq,112;Enrichr Queries,452;ReMap ChIP-seq,217;GTEx Coexpression,110"	"ID2,ID1,PHACTR2,CLU"
"gene_set_query"	"162"	"FOXF1"	"332.3"	"ARCHS4 Coexpression,24;Enrichr Queries,647;GTEx Coexpression,326"	"IL1R1,ID1,STON1,LAMC1,CLU"
"gene_set_query"	"163"	"FOXA2"	"332.3"	"Literature ChIP-seq,28;ARCHS4 Coexpression,367;ENCODE ChIP-seq,8;Enrichr Queries,256;ReMap ChIP-seq,19;GTEx Coexpression,1316"	"IL1R1,ID2,CYP2S1,CD109,ID1,PHACTR2,LAMC1,HSPA2,PLXNC1,PTGR1,CLU,ADGRL3"
"gene_set_query"	"164"	"ZNF589"	"332.5"	"ARCHS4 Coexpression,318;Enrichr Queries,28;ReMap ChIP-seq,171;GTEx Coexpression,813"	"CYP2S1,ID2,ID1,PHACTR2,LAMC1"
"gene_set_query"	"165"	"NFIX"	"334.0"	"ARCHS4 Coexpression,124;Enrichr Queries,89;GTEx Coexpression,789"	"ZBTB47,ID2,ID1,LAMC1,CLU"
"gene_set_query"	"166"	"MEF2A"	"335.7"	"Literature ChIP-seq,107;ARCHS4 Coexpression,222;ENCODE ChIP-seq,113;Enrichr Queries,1024;ReMap ChIP-seq,117;GTEx Coexpression,431"	"ZBTB47,CD109,ID2,SH3BP5,LAMC1"
"gene_set_query"	"167"	"KLF7"	"335.7"	"ARCHS4 Coexpression,779;Enrichr Queries,198;GTEx Coexpression,30"	"PLK2,ID2,ID1,STON1,LAMC1"
"gene_set_query"	"168"	"MXD1"	"335.7"	"ARCHS4 Coexpression,226;Enrichr Queries,439;GTEx Coexpression,342"	"PLK2,ID2,ID1,PLXNC1"
"gene_set_query"	"169"	"POU3F1"	"336.3"	"Literature ChIP-seq,19;ARCHS4 Coexpression,454;Enrichr Queries,57;GTEx Coexpression,815"	"PLK2,ID2,NT5DC2,ID1,SH3BP5,PLXNC1,LAMC1,CLU,ADGRL3"
"gene_set_query"	"170"	"ZSCAN26"	"336.5"	"ARCHS4 Coexpression,275;GTEx Coexpression,398"	"RTL5,ADGRL3"
"gene_set_query"	"171"	"KDM5B"	"337.0"	"Literature ChIP-seq,126;ARCHS4 Coexpression,929;ENCODE ChIP-seq,56;ReMap ChIP-seq,153;GTEx Coexpression,421"	"ID2,ID1,LAMC1,HSPA2"
"gene_set_query"	"172"	"CENPX"	"338.0"	"GTEx Coexpression,338"	"PTGR1"
"gene_set_query"	"173"	"ZNF823"	"339.0"	"ARCHS4 Coexpression,142;Enrichr Queries,504;GTEx Coexpression,371"	"PLK2,ID2,ID1,PHACTR2,VSIG10L"
"gene_set_query"	"174"	"ZNF571"	"339.3"	"ARCHS4 Coexpression,47;Enrichr Queries,746;GTEx Coexpression,225"	"PLK2,ID2,PHACTR2,PTGR1,RTL5"
"gene_set_query"	"175"	"ZNF134"	"340.3"	"ARCHS4 Coexpression,164;Enrichr Queries,321;GTEx Coexpression,536"	"PLK2,ID2,CYP2S1,ID1"
"gene_set_query"	"176"	"KLF5"	"340.6"	"Literature ChIP-seq,40;ARCHS4 Coexpression,540;Enrichr Queries,163;ReMap ChIP-seq,229;GTEx Coexpression,731"	"PLK2,ID2,ID1,SNAI1,CLU"
"gene_set_query"	"177"	"EBF2"	"341.5"	"ARCHS4 Coexpression,467;GTEx Coexpression,216"	"LAMC1,ADGRL3"
"gene_set_query"	"178"	"CDX2"	"342.0"	"Literature ChIP-seq,42;ARCHS4 Coexpression,808;Enrichr Queries,259;ReMap ChIP-seq,95;GTEx Coexpression,506"	"CYP2S1,ID2,ID1,SNAI1,PHACTR2"
"gene_set_query"	"179"	"HES1"	"342.5"	"ARCHS4 Coexpression,512;Enrichr Queries,97;ReMap ChIP-seq,289;GTEx Coexpression,472"	"PLK2,ID2,ID1,CLU"
"gene_set_query"	"180"	"ZNF18"	"344.0"	"ARCHS4 Coexpression,199;Enrichr Queries,431;GTEx Coexpression,402"	"PLK2,ID2,ID1,PLXNC1,LAMC1"
"gene_set_query"	"181"	"CUX1"	"344.0"	"Literature ChIP-seq,120;ARCHS4 Coexpression,704;ENCODE ChIP-seq,95;Enrichr Queries,1052;ReMap ChIP-seq,37;GTEx Coexpression,56"	"ID2,PLK2,ID1,STON1,SNAI1,PHACTR2,RTL5,CLU"
"gene_set_query"	"182"	"NR5A2"	"344.0"	"ARCHS4 Coexpression,281;Enrichr Queries,308;ReMap ChIP-seq,110;GTEx Coexpression,677"	"IL1R1,ID2,ID1,LAMC1,PTGR1,CLU"
"gene_set_query"	"183"	"ZFHX4"	"344.0"	"ARCHS4 Coexpression,344;Enrichr Queries,611;GTEx Coexpression,77"	"ID2,LAMC1,ADGRL3"
"gene_set_query"	"184"	"JUNB"	"344.0"	"ARCHS4 Coexpression,1135;Enrichr Queries,172;ReMap ChIP-seq,11;GTEx Coexpression,58"	"IL1R1,ID2,PLK2,ID1,SNAI1,SH3BP5,LAMC1,VSIG10L,CLU"
"gene_set_query"	"185"	"ELF1"	"345.2"	"Literature ChIP-seq,114;ARCHS4 Coexpression,658;ENCODE ChIP-seq,61;ReMap ChIP-seq,220;GTEx Coexpression,673"	"ID2,NT5DC2,ID1,LAMC1"
"gene_set_query"	"186"	"EEA1"	"346.0"	"ARCHS4 Coexpression,192;Enrichr Queries,791;GTEx Coexpression,55"	"CD109,PLK2,PHACTR2,LAMC1"
"gene_set_query"	"187"	"ZNF704"	"346.7"	"ARCHS4 Coexpression,458;Enrichr Queries,80;GTEx Coexpression,502"	"PLK2,ID2,ID1,LAMC1,ADGRL3"
"gene_set_query"	"188"	"ZNF746"	"349.7"	"ARCHS4 Coexpression,289;Enrichr Queries,347;GTEx Coexpression,413"	"PLK2,ID2,ID1,PLXNC1"
"gene_set_query"	"189"	"ETS1"	"350.0"	"Literature ChIP-seq,132;ARCHS4 Coexpression,1391;ENCODE ChIP-seq,45;Enrichr Queries,165;ReMap ChIP-seq,225;GTEx Coexpression,142"	"IL1R1,PLK2,ID2,ID1,ABHD6,LAMC1,IL12RB2"
"gene_set_query"	"190"	"MEF2C"	"350.2"	"ARCHS4 Coexpression,218;ENCODE ChIP-seq,118;Enrichr Queries,260;ReMap ChIP-seq,116;GTEx Coexpression,1039"	"IL1R1,PLK2,ID2,CLU,IL12RB2,ADGRL3"
"gene_set_query"	"191"	"GLI1"	"350.3"	"Literature ChIP-seq,159;ARCHS4 Coexpression,87;Enrichr Queries,95;GTEx Coexpression,1060"	"PLK2,ID2,CYP2S1,ID1,SNAI1,PLXNC1"
"gene_set_query"	"192"	"E2F4"	"350.3"	"Literature ChIP-seq,109;ARCHS4 Coexpression,520;ENCODE ChIP-seq,82;Enrichr Queries,1044;ReMap ChIP-seq,236;GTEx Coexpression,111"	"ID2,ID1,HSPA2,LAMC1,PLXNC1,ADGRL3"
"gene_set_query"	"193"	"TSHZ3"	"352.0"	"ARCHS4 Coexpression,60;Enrichr Queries,875;GTEx Coexpression,121"	"IL1R1,ID2,STON1,LAMC1"
"gene_set_query"	"194"	"NFE2"	"352.2"	"ARCHS4 Coexpression,681;ENCODE ChIP-seq,97;Enrichr Queries,512;ReMap ChIP-seq,104;GTEx Coexpression,367"	"IL1R1,ID2,ID1,SNAI1,PLXNC1,CLU"
"gene_set_query"	"195"	"CEBPB"	"353.2"	"Literature ChIP-seq,75;ARCHS4 Coexpression,949;ENCODE ChIP-seq,9;Enrichr Queries,85;ReMap ChIP-seq,76;GTEx Coexpression,925"	"IL1R1,ID2,PLK2,NT5DC2,ID1,STON1,SH3BP5,SNAI1,CLU,ADGRL3"
"gene_set_query"	"196"	"RFX4"	"354.0"	"ARCHS4 Coexpression,77;Enrichr Queries,300;GTEx Coexpression,685"	"ID2,PLXNC1,CLU,ADGRL3"
"gene_set_query"	"197"	"FOXQ1"	"355.0"	"ARCHS4 Coexpression,646;Enrichr Queries,217;GTEx Coexpression,202"	"CYP2S1,PLK2,ID2,ID1,CLU"
"gene_set_query"	"198"	"CPEB1"	"356.0"	"ARCHS4 Coexpression,663;GTEx Coexpression,49"	"HSPA2,RTL5"
"gene_set_query"	"199"	"STAT5A"	"356.5"	"Literature ChIP-seq,77;ARCHS4 Coexpression,817;ENCODE ChIP-seq,37;Enrichr Queries,201;ReMap ChIP-seq,152;GTEx Coexpression,855"	"IL1R1,ID2,PLK2,ID1,CLU"
"gene_set_query"	"200"	"MYRFL"	"357.5"	"ARCHS4 Coexpression,549;GTEx Coexpression,166"	"PTGR1"
"gene_set_query"	"201"	"NFE2L1"	"359.3"	"ARCHS4 Coexpression,64;Enrichr Queries,141;ReMap ChIP-seq,22;GTEx Coexpression,1210"	"ZBTB47,IL1R1,ID2,ID1,SH3BP5,LAMC1,CLU,VSIG10L"
"gene_set_query"	"202"	"HOXC4"	"360.0"	"ARCHS4 Coexpression,325;Enrichr Queries,742;GTEx Coexpression,13"	"CD109,ID2,NT5DC2,ID1,LAMC1"
"gene_set_query"	"203"	"SALL1"	"361.0"	"Literature ChIP-seq,157;ARCHS4 Coexpression,101;Enrichr Queries,617;GTEx Coexpression,569"	"ID2,CYP2S1,NT5DC2,ID1"
"gene_set_query"	"204"	"ZNF846"	"361.7"	"ARCHS4 Coexpression,511;Enrichr Queries,41;GTEx Coexpression,533"	"PLK2,ID2,ID1,PLXNC1,CLU"
"gene_set_query"	"205"	"MECOM"	"362.0"	"Literature ChIP-seq,123;ARCHS4 Coexpression,828;GTEx Coexpression,135"	"CYP2S1,ID1"
"gene_set_query"	"206"	"SOX2"	"362.8"	"Literature ChIP-seq,20;ARCHS4 Coexpression,106;Enrichr Queries,96;ReMap ChIP-seq,43;GTEx Coexpression,1549"	"ID2,PLK2,CYP2S1,CD109,ID1,SH3BP5,PHACTR2,LAMC1,HSPA2,PTGR1,CLU,ADGRL3"
"gene_set_query"	"207"	"HOXA4"	"363.3"	"ARCHS4 Coexpression,391;Enrichr Queries,560;GTEx Coexpression,139"	"NT5DC2,ID1,STON1,SNAI1"
"gene_set_query"	"208"	"ZNF219"	"365.3"	"ARCHS4 Coexpression,288;Enrichr Queries,407;GTEx Coexpression,401"	"PLK2,ID2,NT5DC2,ID1,STON1"
"gene_set_query"	"209"	"FOXO6"	"365.7"	"ARCHS4 Coexpression,489;Enrichr Queries,443;GTEx Coexpression,165"	"ZBTB47,ID2,ID1,RTL5,CLU"
"gene_set_query"	"210"	"SOX7"	"367.0"	"ARCHS4 Coexpression,202;Enrichr Queries,640;GTEx Coexpression,259"	"PLK2,ID1,PHACTR2,VSIG10L"
"gene_set_query"	"211"	"ZNF750"	"370.8"	"ARCHS4 Coexpression,388;Enrichr Queries,442;ReMap ChIP-seq,165;GTEx Coexpression,488"	"PLK2,ID2,ID1,SNAI1,VSIG10L"
"gene_set_query"	"212"	"E2F7"	"371.2"	"Literature ChIP-seq,160;ARCHS4 Coexpression,219;Enrichr Queries,962;ReMap ChIP-seq,31;GTEx Coexpression,484"	"IL1R1,PLK2,CYP2S1,NT5DC2,ID1"
"gene_set_query"	"213"	"SOX21"	"371.7"	"ARCHS4 Coexpression,105;Enrichr Queries,345;GTEx Coexpression,665"	"ID2,NT5DC2,ID1,CLU,ADGRL3"
"gene_set_query"	"214"	"NR3C1"	"372.5"	"Literature ChIP-seq,14;ARCHS4 Coexpression,621;ENCODE ChIP-seq,24;Enrichr Queries,327;ReMap ChIP-seq,151;GTEx Coexpression,1098"	"IL1R1,PLK2,ID2,CD109,NT5DC2,ID1,SH3BP5,PTGR1,CLU"
"gene_set_query"	"215"	"ANHX"	"372.5"	"ARCHS4 Coexpression,296;GTEx Coexpression,449"	"NT5DC2"
"gene_set_query"	"216"	"ZBTB4"	"373.7"	"ARCHS4 Coexpression,151;Enrichr Queries,680;GTEx Coexpression,290"	"ZBTB47,ID2,LAMC1,RTL5"
"gene_set_query"	"217"	"ZNF32"	"374.3"	"ARCHS4 Coexpression,913;Enrichr Queries,76;GTEx Coexpression,134"	"ZBTB47,PLK2,ID2,ID1,CLU"
"gene_set_query"	"218"	"MSX1"	"374.7"	"ARCHS4 Coexpression,975;Enrichr Queries,146;GTEx Coexpression,3"	"IL1R1,ID2,ID1,SNAI1,LAMC1,CLU"
"gene_set_query"	"219"	"ZNF496"	"375.7"	"ARCHS4 Coexpression,492;Enrichr Queries,460;GTEx Coexpression,175"	"ID2,NT5DC2,ID1,ABHD6,LAMC1"
"gene_set_query"	"220"	"MYB"	"375.8"	"Literature ChIP-seq,17;ARCHS4 Coexpression,559;ENCODE ChIP-seq,64;Enrichr Queries,689;ReMap ChIP-seq,154;GTEx Coexpression,772"	"ID2,NT5DC2,ID1,SH3BP5,SNAI1,HSPA2,IL12RB2"
"gene_set_query"	"221"	"ZBTB46"	"377.3"	"ARCHS4 Coexpression,514;Enrichr Queries,470;GTEx Coexpression,148"	"IL1R1,ID2,ID1,RTL5"
"gene_set_query"	"222"	"NR1H4"	"377.3"	"ARCHS4 Coexpression,432;Enrichr Queries,360;GTEx Coexpression,340"	"ID2,ID1,PTGR1,CLU"
"gene_set_query"	"223"	"ZHX1"	"380.0"	"ARCHS4 Coexpression,307;Enrichr Queries,764;ReMap ChIP-seq,243;GTEx Coexpression,206"	"PLK2,ID2,CYP2S1,ID1,VSIG10L"
"gene_set_query"	"224"	"ZNF251"	"381.0"	"ARCHS4 Coexpression,508;Enrichr Queries,398;GTEx Coexpression,237"	"PLK2,ID2,ID1,RTL5"
"gene_set_query"	"225"	"ATOH7"	"381.3"	"ARCHS4 Coexpression,84;Enrichr Queries,73;GTEx Coexpression,987"	"ID2,ID1,SNAI1,PLXNC1,ADGRL3"
"gene_set_query"	"226"	"EMX2"	"382.0"	"ARCHS4 Coexpression,551;Enrichr Queries,413;GTEx Coexpression,182"	"ID2,ID1,CLU,ADGRL3"
"gene_set_query"	"227"	"ARNT"	"382.0"	"Literature ChIP-seq,136;ARCHS4 Coexpression,294;Enrichr Queries,657;ReMap ChIP-seq,130;GTEx Coexpression,693"	"IL1R1,ID2,ID1,LAMC1,PTGR1"
"gene_set_query"	"228"	"ZNF280A"	"382.0"	"ARCHS4 Coexpression,1031;Enrichr Queries,91;GTEx Coexpression,24"	"PLK2,ID1,SNAI1,ST8SIA5,PHACTR2,PLXNC1"
"gene_set_query"	"229"	"NFE4"	"382.0"	"GTEx Coexpression,382"	"PLXNC1"
"gene_set_query"	"230"	"E2F5"	"382.8"	"ARCHS4 Coexpression,251;Enrichr Queries,570;ReMap ChIP-seq,285;GTEx Coexpression,425"	"ZBTB47,ID2,ID1"
"gene_set_query"	"231"	"GATA5"	"383.0"	"ARCHS4 Coexpression,213;Enrichr Queries,866;GTEx Coexpression,70"	"CYP2S1,ID1,PTGR1"
"gene_set_query"	"232"	"ZNF354C"	"383.3"	"ARCHS4 Coexpression,200;Enrichr Queries,721;GTEx Coexpression,229"	"PLK2,ID2,LAMC1,ADGRL3"
"gene_set_query"	"233"	"ZNF623"	"384.0"	"ARCHS4 Coexpression,802;Enrichr Queries,237;GTEx Coexpression,113"	"CD109,PLK2,ID2,ID1,LAMC1"
"gene_set_query"	"234"	"STAT5B"	"384.8"	"ARCHS4 Coexpression,265;Enrichr Queries,805;ReMap ChIP-seq,99;GTEx Coexpression,370"	"IL1R1,ID2,SH3BP5,PLXNC1,CLU,IL12RB2"
"gene_set_query"	"235"	"ZNF600"	"385.0"	"ARCHS4 Coexpression,430;Enrichr Queries,534;GTEx Coexpression,191"	"ZBTB47,PLK2,ID2,NT5DC2"
"gene_set_query"	"236"	"MAFB"	"385.3"	"ARCHS4 Coexpression,890;Enrichr Queries,43;ReMap ChIP-seq,46;GTEx Coexpression,562"	"IL1R1,PLK2,ID2,ID1,PHACTR2,HSPA2,CLU"
"gene_set_query"	"237"	"KMT2A"	"386.0"	"ARCHS4 Coexpression,912;ReMap ChIP-seq,72;GTEx Coexpression,174"	"CD109,PHACTR2,PLXNC1,RTL5"
"gene_set_query"	"238"	"TAL2"	"387.3"	"ARCHS4 Coexpression,212;Enrichr Queries,193;GTEx Coexpression,757"	"PLK2,ID2,ID1,PHACTR2,PLXNC1"
"gene_set_query"	"239"	"TRERF1"	"388.3"	"ARCHS4 Coexpression,620;Enrichr Queries,498;GTEx Coexpression,47"	"ZBTB47,PLK2,ID2,PLXNC1,VSIG10L"
"gene_set_query"	"240"	"OLIG2"	"389.0"	"Literature ChIP-seq,4;ARCHS4 Coexpression,6;Enrichr Queries,64;GTEx Coexpression,1482"	"ZBTB47,ID2,NT5DC2,ID1,ST8SIA5,PLXNC1,HSPA2,PTGR1,CLU,RTL5,ADGRL3"
"gene_set_query"	"241"	"SOX9"	"389.0"	"Literature ChIP-seq,31;ARCHS4 Coexpression,63;Enrichr Queries,159;ReMap ChIP-seq,204;GTEx Coexpression,1488"	"PLK2,ID2,NT5DC2,ID1,STON1,CLU,ADGRL3"
"gene_set_query"	"242"	"TGIF2"	"389.3"	"ARCHS4 Coexpression,410;Enrichr Queries,65;ReMap ChIP-seq,141;GTEx Coexpression,941"	"ID2,PLK2,CYP2S1,ID1,LAMC1"
"gene_set_query"	"243"	"SIX1"	"389.7"	"ARCHS4 Coexpression,90;Enrichr Queries,197;GTEx Coexpression,882"	"ZBTB47,PLK2,ID2,ID1,LAMC1,CLU"
"gene_set_query"	"244"	"HAND1"	"390.0"	"ARCHS4 Coexpression,362;Enrichr Queries,553;GTEx Coexpression,255"	"ID2,NT5DC2,STON1,SNAI1"
"gene_set_query"	"245"	"MEIS1"	"390.8"	"Literature ChIP-seq,62;ARCHS4 Coexpression,1289;Enrichr Queries,69;ReMap ChIP-seq,216;GTEx Coexpression,318"	"IL1R1,CD109,PLK2,ID2,ID1,STON1,PHACTR2,CLU"
"gene_set_query"	"246"	"ZIC3"	"391.0"	"Literature ChIP-seq,72;ARCHS4 Coexpression,79;Enrichr Queries,658;GTEx Coexpression,755"	"ID2,CYP2S1,NT5DC2,CD109,ID1"
"gene_set_query"	"247"	"NKX61"	"391.0"	"ARCHS4 Coexpression,498;GTEx Coexpression,284"	"STON1,RTL5"
"gene_set_query"	"248"	"GCM2"	"394.0"	"ARCHS4 Coexpression,291;Enrichr Queries,856;GTEx Coexpression,35"	"CD109,ID2,IL12RB2"
"gene_set_query"	"249"	"ZNF732"	"394.5"	"ARCHS4 Coexpression,484;GTEx Coexpression,305"	"CYP2S1,RTL5"
"gene_set_query"	"250"	"SREBF2"	"395.2"	"Literature ChIP-seq,138;ARCHS4 Coexpression,1414;ENCODE ChIP-seq,115;Enrichr Queries,227;ReMap ChIP-seq,191;GTEx Coexpression,286"	"ID2,ID1,ST8SIA5,LAMC1,CLU"
"gene_set_query"	"251"	"SATB1"	"395.5"	"ARCHS4 Coexpression,342;Enrichr Queries,52;ReMap ChIP-seq,170;GTEx Coexpression,1018"	"CYP2S1,PLK2,ID2,SH3BP5,PLXNC1,LAMC1,CLU"
"gene_set_query"	"252"	"PROX1"	"396.3"	"ARCHS4 Coexpression,539;Enrichr Queries,337;ReMap ChIP-seq,7;GTEx Coexpression,702"	"CD109,ID2,ID1,ABHD6,PLXNC1,CLU"
"gene_set_query"	"253"	"DLX3"	"396.3"	"ARCHS4 Coexpression,537;Enrichr Queries,194;GTEx Coexpression,458"	"ID2,ID1,SNAI1,HSPA2"
"gene_set_query"	"254"	"SOX18"	"397.7"	"ARCHS4 Coexpression,123;Enrichr Queries,1031;GTEx Coexpression,39"	"ZBTB47,ID1,SNAI1"
"gene_set_query"	"255"	"RORA"	"399.0"	"ARCHS4 Coexpression,184;Enrichr Queries,381;GTEx Coexpression,632"	"ID2,NT5DC2,PHACTR2,PLXNC1"
"gene_set_query"	"256"	"ZSCAN10"	"399.3"	"ARCHS4 Coexpression,91;Enrichr Queries,135;GTEx Coexpression,972"	"CYP2S1,ID2,NT5DC2,ID1,HSPA2"
